Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea
Port Melbourne,3,h,3705000,3.8,3,2,2,214,241,2014,Melbourne City Council
Port Melbourne,3,t,950000,3.8,3,2,2,0,134,2012,Melbourne City Council
Port Melbourne,3,h,1350000,3.8,3,1,1,114,138,1990,Melbourne City Council
Port Melbourne,2,u,735000,3.8,2,1,1,0,100,2000,Melbourne City Council
Port Melbourne,1,u,400000,3.8,1,1,1,0,64,2000,Melbourne City Council
Port Melbourne,2,u,900000,3.8,2,1,2,0,94,1997,Melbourne City Council
Port Melbourne,3,h,1380000,3.8,3,1,0,0,134,1890,Melbourne City Council
Port Melbourne,3,h,1080000,3.8,3,1,2,116,95,1910,Melbourne City Council
Prahran,1,u,342000,4.5,1,1,1,0,34,1960,Stonnington City Council
Prahran,2,h,950000,4.5,2,1,1,88,121,2000,Stonnington City Council
Prahran,2,u,781000,4.5,2,1,1,0,73,1930,Stonnington City Council
Prahran,1,u,549800,4.5,1,1,1,0,51,2012,Stonnington City Council
Prahran,1,u,492000,4.5,1,1,1,1768,45,1888,Stonnington City Council
Prahran,1,u,500500,4.5,1,1,1,0,64,1945,Stonnington City Council
Prahran,3,u,1400000,4.5,3,2,2,0,136,1920,Stonnington City Council
Prahran,3,u,685000,4.5,2,2,1,0,92,1996,Stonnington City Council
Prahran,3,u,710000,4.5,2,1,1,0,114,1900,Stonnington City Council
Prahran,1,u,330000,4.5,1,1,1,0,51,1970,Stonnington City Council
Prahran,3,t,1245000,4.5,2,2,1,128,134,2000,Stonnington City Council
Prahran,2,h,1182500,4.5,2,1,0,141,72,1900,Stonnington City Council
Prahran,2,h,1303000,4.5,2,1,0,288,160,1900,Stonnington City Council
Prahran,1,u,482500,4.5,2,1,1,443,50,1970,Stonnington City Council
Prahran,2,u,585000,4.5,2,1,1,0,87,1960,Stonnington City Council
Prahran,2,h,1106000,4.5,2,1,1,0,135,2005,Stonnington City Council
Prahran,2,h,1590000,4.5,2,1,2,308,107,1930,Stonnington City Council
Prahran,2,h,1055000,4.5,2,1,0,203,85,1900,Stonnington City Council
Prahran,3,h,1100000,4.5,2,1,1,111,99,2001,Stonnington City Council
Prahran,2,u,530000,4.5,2,1,1,0,76,1888,Stonnington City Council
Prahran,2,h,1500000,4.5,2,1,2,222,108,1930,Stonnington City Council
Prahran,2,u,841000,4.5,2,2,1,0,101,1850,Stonnington City Council
Prahran,2,u,570000,4.5,2,1,1,0,78,2004,Stonnington City Council
Prahran,2,u,560000,4.5,2,1,1,0,71,2000,Stonnington City Council
Prahran,2,h,815000,4.5,2,1,0,96,71,1880,Stonnington City Council
Prahran,2,h,910000,4.5,2,1,1,183,71,1930,Stonnington City Council
Prahran,3,t,1450000,4.5,3,2,3,1958,98,1995,Stonnington City Council
Prahran,2,t,1540000,4.5,2,2,1,113,104,1945,Stonnington City Council
Prahran,3,h,1811000,4.5,3,2,1,273,125,1890,Stonnington City Council
Prahran,2,h,1180000,4.5,2,1,0,214,215,1900,Stonnington City Council
Prahran,3,h,1720000,4.5,3,2,2,183,200,1999,Stonnington City Council
Prahran,3,h,1050000,4.5,3,2,1,8216,130,1995,Stonnington City Council
Prahran,2,h,1582000,4.5,2,1,0,214,122,1915,Stonnington City Council
Prahran,2,u,681000,4.5,2,2,1,0,95,1995,Stonnington City Council
Prahran,2,h,1305000,4.5,2,1,1,131,79,1900,Stonnington City Council
Prahran,3,h,1255000,4.5,3,1,1,231,124,1910,Stonnington City Council
Prahran,3,h,2180000,4.5,2,2,2,238,153,1890,Stonnington City Council
Prahran,3,h,1720000,4.5,3,2,1,272,163,1900,Stonnington City Council
Prahran,3,h,1220000,4.5,3,2,1,112,100,1900,Stonnington City Council
Prahran,3,h,1612000,4.5,3,2,0,146,139,1900,Stonnington City Council
Preston,3,h,1250000,8.8,3,1,2,644,141,1980,Darebin City Council
Preston,4,h,930000,8.8,4,2,2,604,180,1920,Darebin City Council
Preston,3,h,751000,8.8,3,1,0,148,3,1950,Darebin City Council
Preston,2,t,715000,8.8,2,1,1,132,121,2009,Darebin City Council
Preston,2,h,837000,8.8,2,1,3,581,96,1950,Darebin City Council
Preston,3,h,950000,8.8,3,1,2,563,180,1918,Darebin City Council
Preston,3,u,496000,8.8,3,1,1,266,98,1990,Darebin City Council
Preston,2,h,850000,8.8,2,1,1,356,102,1940,Darebin City Council
Preston,2,h,540000,8.8,2,1,2,250,97,2005,Darebin City Council
Preston,3,h,1150000,8.8,3,1,2,566,143,1910,Darebin City Council
Preston,3,h,615000,8.8,3,1,2,493,87,1950,Darebin City Council
Preston,3,h,735000,8.8,3,1,2,369,94,1950,Darebin City Council
Preston,4,h,810000,8.8,4,2,2,1034,151,1950,Darebin City Council
Preston,2,h,600000,8.8,2,1,2,220,106,2005,Darebin City Council
Preston,3,h,1650000,8.8,3,1,2,452,129,1890,Darebin City Council
Preston,3,h,600000,8.8,3,1,3,503,101,1950,Darebin City Council
Preston,2,h,722000,8.8,2,1,1,400,88,1955,Darebin City Council
Preston,4,h,1260000,8.8,4,3,2,654,150,1950,Darebin City Council
Preston,2,u,485000,8.8,2,1,1,117,73,1965,Darebin City Council
Preston,3,h,690000,8.8,3,1,1,594,92,1960,Darebin City Council
Preston,2,h,1065000,8.8,2,1,3,507,114,1910,Darebin City Council
Preston,3,h,1200000,8.8,3,1,1,847,120,1965,Darebin City Council
Preston,2,u,530000,8.8,2,1,1,106,74,1970,Darebin City Council
Preston,3,h,900000,8.8,3,1,1,472,147,1965,Darebin City Council
Preston,2,h,700000,8.8,2,1,1,214,85,1910,Darebin City Council
Preston,2,h,920000,8.8,2,2,2,516,97,1935,Darebin City Council
Preston,3,h,980000,8.8,3,2,1,479,121,1930,Darebin City Council
Preston,2,h,886000,8.8,2,1,2,467,92,1950,Darebin City Council
Preston,3,h,1080000,8.8,3,1,1,487,189,1925,Darebin City Council
Preston,4,h,1400000,8.8,4,2,2,559,217,1925,Darebin City Council
Preston,2,t,660000,8.8,2,1,1,113,90,2013,Darebin City Council
Preston,2,u,436000,8.8,2,1,1,0,65,1980,Darebin City Council
Preston,2,h,876000,8.8,2,1,2,479,85,1950,Darebin City Council
Preston,2,h,910000,8.8,2,2,1,352,103,1950,Darebin City Council
Preston,3,t,714000,8.8,3,2,2,185,115,2005,Darebin City Council
Preston,2,h,770000,8.8,2,2,1,76,129,2013,Darebin City Council
Preston,3,h,810000,8.8,2,1,1,421,97,1930,Darebin City Council
Preston,3,h,1127000,8.8,3,2,2,590,140,1940,Darebin City Council
Preston,2,h,780000,8.8,2,1,1,310,72,1950,Darebin City Council
Preston,2,h,986000,8.8,2,1,1,472,139,1940,Darebin City Council
Preston,4,h,760000,8.8,9,8,7,1254,280,1928,Darebin City Council
Preston,3,h,1123000,8.8,3,1,2,504,506,1950,Darebin City Council
Preston,1,u,300000,8.8,1,1,1,0,67,2005,Darebin City Council
Preston,2,h,890000,8.8,2,1,3,493,95,1950,Darebin City Council
Preston,2,u,425000,8.8,2,2,1,1485,69,2010,Darebin City Council
Preston,2,u,515000,8.8,2,1,1,187,60,2005,Darebin City Council
Preston,3,h,1040000,8.8,3,1,2,399,121,1940,Darebin City Council
Preston,3,h,890000,8.8,3,1,2,495,100,1950,Darebin City Council
Preston,2,h,790000,8.8,2,1,1,266,100,1925,Darebin City Council
Preston,2,h,860000,8.8,2,2,1,415,138,1925,Darebin City Council
Preston,2,h,630000,8.8,2,1,1,372,82,1940,Darebin City Council
Preston,4,h,875000,8.8,4,1,2,400,147,1940,Darebin City Council
Preston,3,h,923000,8.8,3,1,0,333,118,1920,Darebin City Council
Preston,4,h,920000,8.8,3,1,1,396,184,1920,Darebin City Council
Preston,4,h,871000,8.8,4,2,1,561,150,1950,Darebin City Council
Preston,4,h,950000,8.8,4,2,1,243,140,2005,Darebin City Council
Preston,4,h,870000,8.8,4,1,2,400,117,1890,Darebin City Council
Preston,3,h,1186000,8.8,2,1,1,713,83,1960,Darebin City Council
Preston,2,u,610000,8.8,2,1,1,126,79,1970,Darebin City Council
Preston,3,h,1162500,8.8,3,2,2,463,123,1920,Darebin City Council
Preston,4,h,1142500,8.8,3,1,2,560,160,1970,Darebin City Council
Preston,3,h,930000,8.8,3,1,2,679,143,1950,Darebin City Council
Preston,3,h,875000,8.8,3,2,1,650,119,1950,Darebin City Council
Preston,4,h,840000,8.8,4,1,2,390,120,1950,Darebin City Council
Preston,3,h,750000,8.8,3,3,2,0,127,2005,Darebin City Council
Preston,4,h,750000,8.8,3,2,2,500,150,1950,Darebin City Council
Reservoir,3,u,475000,11.2,3,1,1,191,107,1990,Darebin City Council
Reservoir,2,u,415000,11.2,2,1,1,189,84,2012,Darebin City Council
Reservoir,3,h,731000,11.2,3,1,2,779,138,1950,Darebin City Council
Reservoir,2,u,352000,11.2,2,1,1,117,62,2012,Darebin City Council
Reservoir,3,h,723000,11.2,3,1,1,535,86,1950,Darebin City Council
Reservoir,2,u,336000,11.2,2,1,1,99,67,1970,Darebin City Council
Reservoir,3,h,685000,11.2,3,1,1,1262,85,1955,Darebin City Council
Reservoir,3,h,1025000,11.2,3,2,2,676,272,1950,Darebin City Council
Reservoir,2,t,490000,11.2,2,1,1,91,84,2014,Darebin City Council
Reservoir,3,h,805000,11.2,3,1,2,227,118,1930,Darebin City Council
Reservoir,3,h,1005000,11.2,3,2,4,466,467,1930,Darebin City Council
Reservoir,2,h,535000,11.2,2,1,1,234,92,2014,Darebin City Council
Reservoir,3,h,800000,11.2,3,1,5,4679,170,1975,Darebin City Council
Reservoir,3,h,510000,11.2,3,1,2,543,135,1965,Darebin City Council
Reservoir,3,h,651000,11.2,3,2,3,649,114,1950,Darebin City Council
Reservoir,2,h,365000,11.2,2,1,1,360,83,1960,Darebin City Council
Reservoir,2,u,405000,11.2,2,1,1,171,94,2009,Darebin City Council
Reservoir,3,t,620500,11.2,3,2,1,158,117,2011,Darebin City Council
Reservoir,1,h,260000,11.2,1,1,1,141,80,2000,Darebin City Council
Reservoir,3,h,625000,11.2,3,2,1,267,186,2003,Darebin City Council
Reservoir,2,u,427500,11.2,2,1,1,146,84,1980,Darebin City Council
Reservoir,4,h,851000,11.2,4,2,2,581,244,2006,Darebin City Council
Reservoir,3,h,998000,11.2,3,2,3,479,153,1950,Darebin City Council
Reservoir,4,h,1030000,11.2,4,2,3,630,190,1935,Darebin City Council
Reservoir,2,u,410000,11.2,2,1,1,180,61,2004,Darebin City Council
Reservoir,4,h,1015000,11.2,4,1,1,518,135,1920,Darebin City Council
Reservoir,3,h,915000,11.2,3,3,2,618,153,1960,Darebin City Council
Reservoir,2,u,380000,11.2,2,1,1,149,70,1980,Darebin City Council
Reservoir,3,t,530000,11.2,3,2,1,229,130,2008,Darebin City Council
Reservoir,3,t,592000,11.2,3,1,1,270,160,2016,Darebin City Council
Reservoir,2,u,440000,11.2,2,1,2,132,83,1980,Darebin City Council
Reservoir,3,h,650000,11.2,3,1,3,620,114,1960,Darebin City Council
Reservoir,2,t,416000,11.2,2,1,1,159,70,2000,Darebin City Council
Reservoir,3,u,301000,11.2,3,1,1,0,63,1970,Darebin City Council
Reservoir,3,h,865000,11.2,2,1,3,560,110,1950,Darebin City Council
Reservoir,3,h,650000,11.2,3,1,1,700,98,1950,Darebin City Council
Reservoir,2,u,401000,11.2,2,1,1,184,77,1965,Darebin City Council
Reservoir,2,u,491000,11.2,2,1,1,168,93,1970,Darebin City Council
Reservoir,3,h,810000,11.2,3,1,2,564,558,1960,Darebin City Council
Reservoir,2,h,555000,11.2,2,1,2,229,92,1970,Darebin City Council
Reservoir,2,t,350000,11.2,2,1,1,0,72,2016,Darebin City Council
Reservoir,3,h,540000,11.2,3,2,2,215,146,2003,Darebin City Council
Reservoir,3,h,682000,11.2,3,1,1,750,103,1970,Darebin City Council
Reservoir,2,t,380000,11.2,2,1,1,83,85,2010,Darebin City Council
Reservoir,1,u,350000,11.2,1,1,2,96,45,2009,Darebin City Council
Reservoir,4,h,750000,11.2,4,2,4,820,197,1965,Darebin City Council
Reservoir,2,t,495000,11.2,2,1,1,96,73,2013,Darebin City Council
Reservoir,3,u,500000,11.2,3,1,1,359,109,1960,Darebin City Council
Reservoir,2,u,350000,11.2,2,1,1,102,67,1970,Darebin City Council
Reservoir,2,u,335000,11.2,2,1,1,0,54,2012,Darebin City Council
Reservoir,3,h,546000,11.2,3,1,2,592,84,1960,Darebin City Council
Reservoir,3,u,400000,11.2,3,1,1,172,97,1970,Darebin City Council
Reservoir,2,u,360000,11.2,2,1,1,132,65,2010,Darebin City Council
Reservoir,3,h,410000,11.2,3,1,1,250,105,1960,Darebin City Council
Reservoir,2,h,836000,11.2,2,1,1,931,121,1970,Darebin City Council
Reservoir,2,u,440000,11.2,2,1,2,132,83,1980,Darebin City Council
Reservoir,2,u,376000,11.2,2,1,1,104,77,1970,Darebin City Council
Reservoir,2,u,323000,11.2,2,1,1,0,65,1960,Darebin City Council
Reservoir,3,h,680000,11.2,3,1,4,527,146,1965,Darebin City Council
Reservoir,2,t,530000,11.2,2,1,1,0,106,2007,Darebin City Council
Reservoir,4,h,786000,11.2,4,3,1,595,174,2013,Darebin City Council
Reservoir,2,u,390000,11.2,2,1,1,122,74,1980,Darebin City Council
Reservoir,3,h,650000,11.2,3,1,2,468,92,1960,Darebin City Council
Reservoir,3,h,800000,11.2,3,2,3,574,159,1955,Darebin City Council
Reservoir,2,u,330000,11.2,2,1,1,90,64,1970,Darebin City Council
Reservoir,3,h,539000,11.2,3,1,1,474,114,1960,Darebin City Council
Reservoir,3,h,622500,11.2,3,1,1,456,94,1960,Darebin City Council
Reservoir,4,h,767500,11.2,3,2,2,834,129,2017,Darebin City Council
Reservoir,3,h,780000,11.2,3,1,2,464,125,1920,Darebin City Council
Reservoir,3,h,668000,11.2,3,2,1,618,149,1965,Darebin City Council
Reservoir,3,u,470000,11.2,3,1,2,159,97,1970,Darebin City Council
Reservoir,3,h,655000,11.2,3,2,2,456,137,1970,Darebin City Council
Reservoir,2,u,440000,11.2,2,1,1,183,93,1980,Darebin City Council
Reservoir,3,h,703000,11.2,3,2,1,597,120,1960,Darebin City Council
Reservoir,2,u,424000,11.2,2,1,1,141,81,1980,Darebin City Council
Reservoir,3,h,613000,11.2,3,1,2,745,149,1985,Darebin City Council
Reservoir,3,h,475000,11.2,3,1,1,535,133,1970,Darebin City Council
Reservoir,3,h,950000,11.2,3,2,2,565,120,1920,Darebin City Council
Reservoir,4,h,730000,11.2,4,1,2,770,152,1970,Darebin City Council
Reservoir,3,h,905000,11.2,3,1,2,950,121,1960,Darebin City Council
Reservoir,2,u,480000,11.2,2,2,1,145,145,2010,Darebin City Council
Reservoir,3,h,767000,11.2,3,1,2,561,96,1950,Darebin City Council
Reservoir,3,u,450000,11.2,3,1,2,179,108,2002,Darebin City Council
Reservoir,3,h,921500,11.2,3,2,1,527,177,1950,Darebin City Council
Reservoir,2,t,490000,11.2,3,1,1,126,91,2013,Darebin City Council
Reservoir,3,h,787000,11.2,3,1,1,563,118,1940,Darebin City Council
Reservoir,2,u,300000,11.2,2,1,1,0,55,2014,Darebin City Council
Reservoir,2,u,335000,11.2,2,1,1,0,54,2012,Darebin City Council
Reservoir,3,u,475000,11.2,3,1,2,521,100,2010,Darebin City Council
Reservoir,2,u,440000,11.2,2,1,1,153,87,2007,Darebin City Council
Reservoir,1,u,216000,11.2,2,1,1,0,45,1970,Darebin City Council
Reservoir,1,u,220000,11.2,1,1,1,0,45,1970,Darebin City Council
Reservoir,2,u,340000,11.2,2,1,1,151,80,1975,Darebin City Council
Reservoir,1,h,395000,11.2,1,1,1,94,50,2014,Darebin City Council
Reservoir,2,h,790000,11.2,2,1,1,585,97,1950,Darebin City Council
Reservoir,3,h,601000,11.2,3,1,2,460,102,1965,Darebin City Council
Reservoir,2,u,300000,11.2,2,1,1,87,62,1970,Darebin City Council
Reservoir,2,t,420000,11.2,2,1,2,153,107,2003,Darebin City Council
Reservoir,4,h,885000,11.2,4,2,3,936,262,1985,Darebin City Council
Reservoir,3,h,815000,11.2,3,1,2,550,557,1965,Darebin City Council
Reservoir,3,h,882500,11.2,3,2,2,681,135,1940,Darebin City Council
Reservoir,3,h,793000,11.2,3,1,2,589,128,1950,Darebin City Council
Reservoir,3,h,550000,11.2,3,2,2,260,128,2006,Darebin City Council
Reservoir,2,u,433000,11.2,2,1,1,236,72,2012,Darebin City Council
Reservoir,2,h,680000,11.2,2,1,1,750,92,1960,Darebin City Council
Reservoir,3,h,851000,11.2,3,1,1,826,101,1960,Darebin City Council
Reservoir,3,h,1025000,11.2,3,1,4,670,134,1935,Darebin City Council
Reservoir,3,h,784000,11.2,3,1,2,602,162,1970,Darebin City Council
Reservoir,4,h,1186000,11.2,4,1,2,895,188,1940,Darebin City Council
Reservoir,4,h,885000,11.2,4,2,2,508,141,1950,Darebin City Council
Reservoir,3,h,718500,11.2,3,1,6,807,133,1975,Darebin City Council
Reservoir,5,h,762500,11.2,3,2,2,548,285,1990,Darebin City Council
Reservoir,2,h,610000,11.2,3,1,2,383,103,1970,Darebin City Council
Reservoir,4,h,680000,11.2,4,1,2,561,134,1960,Darebin City Council
Reservoir,2,u,390000,11.2,2,1,1,133,65,2012,Darebin City Council
Richmond,2,h,937000,2.6,2,1,1,125,103,1950,Yarra City Council
Richmond,3,h,1260000,2.6,2,1,0,203,81,1900,Yarra City Council
Richmond,2,u,795250,2.6,2,1,2,0,85,1997,Yarra City Council
Richmond,2,u,582000,2.6,2,1,1,0,75,2001,Yarra City Council
Richmond,1,u,370000,2.6,1,1,1,502,38,1950,Yarra City Council
Richmond,1,u,421000,2.6,1,1,1,8223,57,2012,Yarra City Council
Richmond,5,h,3200000,2.6,5,3,3,618,260,1890,Yarra City Council
Richmond,2,u,479000,2.6,2,1,1,0,62,1970,Yarra City Council
Richmond,2,u,655000,2.6,2,1,1,1725,69,2005,Yarra City Council
Richmond,2,u,561000,2.6,2,1,1,2571,66,2013,Yarra City Council
Richmond,2,u,635000,2.6,2,2,1,2740,76,2003,Yarra City Council
Richmond,3,h,1010000,2.6,3,1,1,199,105,1900,Yarra City Council
Richmond,2,h,1025000,2.6,2,1,1,169,92,1900,Yarra City Council
Richmond,2,u,550000,2.6,2,1,2,0,68,2000,Yarra City Council
Richmond,4,h,1375000,2.6,4,2,2,58,158,2007,Yarra City Council
Richmond,2,h,1506000,2.6,2,2,1,220,131,1920,Yarra City Council
Richmond,3,h,1350000,2.6,3,1,2,332,116,1940,Yarra City Council
Richmond,1,u,405000,2.6,1,1,1,7455,53,2005,Yarra City Council
Richmond,1,u,327000,2.6,1,1,1,0,43,2012,Yarra City Council
Richmond,3,h,1474000,2.6,3,1,0,238,94,1900,Yarra City Council
Richmond,3,h,1555000,2.6,3,1,0,250,115,1900,Yarra City Council
Richmond,1,u,500000,2.6,1,1,1,0,52,2013,Yarra City Council
Richmond,1,u,345000,2.6,1,1,1,8223,45,2012,Yarra City Council
Richmond,3,h,1275000,2.6,3,1,2,204,128,1900,Yarra City Council
Richmond,3,h,1150000,2.6,3,1,0,176,92,1900,Yarra City Council
Richmond,4,h,950000,2.6,4,1,0,254,124,1890,Yarra City Council
Richmond,2,h,270000,2.6,2,1,1,0,60,2004,Yarra City Council
Richmond,1,u,439000,2.6,1,1,1,3516,56,2011,Yarra City Council
Richmond,2,u,695000,2.6,2,1,2,0,68,1997,Yarra City Council
Richmond,2,u,512000,2.6,2,1,1,0,61,1970,Yarra City Council
Richmond,2,t,855000,2.6,2,1,1,92,115,1970,Yarra City Council
Richmond,2,u,1040000,2.6,3,2,2,0,95,2013,Yarra City Council
Richmond,1,u,342000,2.6,1,1,1,0,1,1970,Yarra City Council
Richmond,1,u,681000,2.6,1,1,1,0,50,2004,Yarra City Council
Richmond,2,h,900000,2.6,2,1,0,95,63,1900,Yarra City Council
Richmond,3,h,1250000,2.6,3,2,1,120,126,2010,Yarra City Council
Richmond,2,h,990000,2.6,2,1,1,117,75,1900,Yarra City Council
Richmond,2,h,1189000,2.6,2,1,0,158,110,1900,Yarra City Council
Richmond,2,h,1220000,2.6,2,1,1,166,88,1900,Yarra City Council
Richmond,3,h,1100000,2.6,3,1,0,162,81,1915,Yarra City Council
Richmond,2,u,450000,2.6,2,1,1,0,66,2000,Yarra City Council
Richmond,3,h,1074000,2.6,3,1,0,245,140,1900,Yarra City Council
Richmond,2,t,1430000,2.6,2,2,2,153,125,2004,Yarra City Council
Richmond,3,h,1465000,2.6,3,2,2,233,170,1993,Yarra City Council
Richmond,2,u,391000,2.6,2,1,1,0,51,1965,Yarra City Council
Richmond,2,t,930000,2.6,2,1,1,97,85,2004,Yarra City Council
Richmond,3,h,1182000,2.6,3,1,1,199,110,1920,Yarra City Council
Richmond,2,h,777500,2.6,2,1,1,151,76,1900,Yarra City Council
Richmond,3,h,1115000,2.6,3,2,2,129,120,1980,Yarra City Council
Richmond,3,u,760000,2.6,3,2,1,0,120,2005,Yarra City Council
Richmond,2,u,640000,2.6,2,1,2,0,69,2000,Yarra City Council
Richmond,3,h,1420000,2.6,3,1,0,198,119,1890,Yarra City Council
Richmond,1,u,390000,2.6,1,1,1,0,40,2011,Yarra City Council
Richmond,1,u,380000,2.6,1,1,1,0,44,2012,Yarra City Council
Richmond,2,u,680000,2.6,2,1,1,0,52,2012,Yarra City Council
Richmond,2,t,1081000,2.6,2,1,1,126,115,1995,Yarra City Council
Richmond,2,h,860000,2.6,2,2,0,74,95,2000,Yarra City Council
Richmond,2,h,905000,2.6,2,1,0,139,54,1920,Yarra City Council
Richmond,2,u,691000,2.6,2,2,1,0,85,2008,Yarra City Council
Richmond,3,h,1088000,2.6,3,3,2,168,120,1915,Yarra City Council
Richmond,3,t,911000,2.6,3,2,1,0,110,2000,Yarra City Council
Richmond,4,h,3001000,2.6,2,3,1,544,241,1920,Yarra City Council
Richmond,2,u,638000,2.6,2,2,1,0,77,2008,Yarra City Council
Richmond,3,h,900000,2.6,3,3,1,58,60,2009,Yarra City Council
Richmond,3,h,1695000,2.6,3,1,3,210,118,1900,Yarra City Council
Richmond,3,h,1365000,2.6,3,1,1,301,110,1935,Yarra City Council
Richmond,2,h,1045000,2.6,2,1,2,200,90,1900,Yarra City Council
Richmond,4,h,1591000,2.6,4,2,1,263,145,1900,Yarra City Council
Richmond,3,h,1275000,2.6,3,2,1,132,95,1900,Yarra City Council
Richmond,4,h,1510000,2.6,4,2,0,0,171,1900,Yarra City Council
Richmond,3,h,1550000,2.6,3,2,1,131,76,1900,Yarra City Council
Richmond,3,h,1456000,2.6,3,2,1,157,141,1900,Yarra City Council
Richmond,3,h,1100000,2.6,3,2,1,66,118,2013,Yarra City Council
Richmond,2,h,1045000,2.6,2,1,1,138,81,1890,Yarra City Council
Richmond,3,h,2000000,2.6,3,2,1,217,180,1910,Yarra City Council
Richmond,2,u,646000,2.6,2,1,1,0,70,1993,Yarra City Council
Richmond,2,u,660000,2.6,2,2,1,0,76,2013,Yarra City Council
Richmond,2,h,1145000,2.6,2,1,1,197,80,1960,Yarra City Council
Richmond,4,h,905000,2.6,4,1,0,254,124,1890,Yarra City Council
Richmond,2,u,750000,2.6,2,2,1,0,104,2000,Yarra City Council
Richmond,2,u,604000,2.6,2,2,2,0,75,2009,Yarra City Council
Richmond,4,h,1645000,2.6,4,2,1,249,214,1970,Yarra City Council
Richmond,1,u,306000,2.6,1,1,1,0,40,1965,Yarra City Council
Richmond,3,h,1270000,2.6,2,1,1,181,102,1900,Yarra City Council
Richmond,3,h,1850000,2.6,2,2,1,203,112,1900,Yarra City Council
Richmond,3,h,1650000,2.6,3,2,1,312,141,1920,Yarra City Council
Richmond,3,h,1320000,2.6,3,2,2,171,118,1890,Yarra City Council
Richmond,3,h,1651000,2.6,3,2,1,192,111,1900,Yarra City Council
Richmond,4,h,1800000,2.6,4,2,0,288,193,1900,Yarra City Council
Richmond,3,u,791500,2.6,3,2,2,0,104,2005,Yarra City Council
Richmond,3,h,1600000,2.6,3,2,2,80,144,1850,Yarra City Council
Richmond,2,t,1200000,2.6,2,2,1,170,89,1940,Yarra City Council
Richmond,3,h,1555000,2.6,3,2,1,189,164,1900,Yarra City Council
Richmond,3,t,1582000,2.6,3,3,2,119,184,2005,Yarra City Council
